mark,model,generation_name,year,mileage,vol_engine,fuel,city,province,price
volkswagen,golf,gen-v-2003-2009,2008,185655,1968,Diesel,Podłęcze,Mazowieckie,15100
bmw,x3,gen-g01-2017,2021,1,1998,Gasoline,Chorzów,Śląskie,207200
bmw,x6-m,,2017,25800,4395,Gasoline,Paczkowo,Wielkopolskie,269900
mercedes-benz,v-klasa,,2022,5,1950,Diesel,Poznań,Wielkopolskie,380685
volvo,xc-60,gen-ii-2017,2017,72800,1969,Diesel,Warszawa,Mazowieckie,174900
audi,a4,gen-b7-2004-2007,2005,324000,1984,Gasoline,Lublin,Lubelskie,17900
skoda,citigo,,2017,77000,999,Gasoline,Ruda Śląska,Śląskie,26000
mazda,6,gen-iii-2012-6,2017,144700,2488,Gasoline,Poznań,Wielkopolskie,89800
opel,astra,gen-j-2009-2015,2012,69636,1364,Gasoline,Warszawa,Mazowieckie,36900
audi,q7,,2013,136000,2995,Gasoline,Samborowo,Warmińsko-mazurskie,95000
hyundai,ix35,,2012,166000,1995,Diesel,Ryki,Lubelskie,47900
opel,zafira,gen-c-2011,2012,238000,1956,Diesel,Murzynowo,Mazowieckie,27500
renault,captur,,2015,66000,898,Gasoline,Kalisz,Wielkopolskie,44500
seat,leon,gen-ii-2005-2012,2007,224098,1595,Gasoline,Garwolin,Mazowieckie,17900
audi,a3,gen-8p-2003-2012,2006,249000,1984,Gasoline,Milejowice,Mazowieckie,17900
audi,a4,gen-b9-2015,2022,1,1984,Gasoline,Gdańsk,Pomorskie,189900
audi,q3,,2021,9,1498,Gasoline,Kraków,Małopolskie,204680
volkswagen,california,,2022,5,1968,Diesel,Wieliczka,Małopolskie,314880
peugeot,207,,2007,119500,1598,Gasoline,Czarne,Pomorskie,12000
volkswagen,up,,2016,57658,999,Gasoline,Myślenice,Małopolskie,33900
bmw,seria-3,gen-e90-2005-2012,2005,205000,1995,Gasoline,Wierzbie,Łódzkie,18900
toyota,corolla,gen-seria-e12-2001-2007,2006,198000,1598,Gasoline,Racibórz,Śląskie,14300
bmw,x5,gen-g05-2018,2019,45000,2998,Gasoline,Sierpc,Mazowieckie,339900
volkswagen,golf,gen-vii-2012,2015,214000,1598,Diesel,Łosino,Pomorskie,47900
nissan,qashqai,gen-ii-2013,2018,60200,1197,Gasoline,Lubicz Dolny,Kujawsko-pomorskie,88777
audi,a6,gen-c6-2004-2011,2010,290000,2967,Diesel,Zawiercie,Śląskie,45900
toyota,avensis,gen-iii-2009,2011,245000,1998,Diesel,Toruń,Kujawsko-pomorskie,25900
volkswagen,passat,gen-b5-1996-2000,1999,379634,1781,LPG,Dobrzewino,Pomorskie,3699
bmw,seria-3,gen-f30-2012,2012,242875,1997,Gasoline,Mielec,Podkarpackie,59500
ford,focus,gen-mk3-2010,2015,255000,1498,Diesel,Srock,Łódzkie,29800
peugeot,508,,2021,1,1598,Gasoline,Stare Bielice,Zachodniopomorskie,213600
opel,zafira,gen-b-2005-2011,2013,108814,1686,Diesel,Gliwice,Śląskie,27700
kia,ceed,gen-i-2006-2012,2008,159800,1591,Gasoline,Starcza,Śląskie,18900
opel,insignia,gen-a-2008-2017,2009,122046,1796,Gasoline,Kłobuck,Śląskie,28900
volkswagen,golf,gen-v-2003-2009,2006,177000,1390,Gasoline,Przyszowice,Śląskie,16500
bmw,seria-3,gen-f30-2012,2013,255000,1995,Diesel,Siedlce,Mazowieckie,41900
opel,vectra,gen-c-2002-2008,2008,223000,1910,Diesel,Witkowo,Wielkopolskie,16950
volkswagen,transporter,gen-t5,2006,355000,2460,Diesel,Wałbrzych,Dolnośląskie,19999
skoda,octavia,gen-iii-2013,2018,126800,1498,Gasoline,Bytom,Śląskie,69900
seat,leon,gen-iii-2012,2013,114000,1197,Gasoline,Nysa,Opolskie,22900
toyota,auris,gen-ii-2012,2013,248000,1998,Diesel,Człuchów,Pomorskie,34900
mercedes-benz,c-klasa,gen-w205-2014,2018,28300,1497,Gasoline,Łódź,Łódzkie,168097
seat,alhambra,gen-i-1996-2010-alhambra,2009,239000,1984,LPG,Radom,Mazowieckie,18900
mercedes-benz,a-klasa,gen-w176-2012,2014,44000,1595,Gasoline,Oława,Dolnośląskie,54900
hyundai,i30,gen-ii-2012-i30,2012,130700,1396,Gasoline,Piotrkowice,Świętokrzyskie,33900
audi,q4-sportback,,2022,5,0,Electric,Gdańsk,Pomorskie,325690
audi,q5,gen-fy-2017,2021,1,1968,Diesel,Chorzów,Śląskie,281500
mercedes-benz,citan,,2022,1,1461,Diesel,Gdańsk,Pomorskie,152524
seat,toledo,gen-iii-2004-2009,2009,214218,1896,Diesel,Poznań,Wielkopolskie,11800
peugeot,3008,gen-ii-2016-3008,2021,1,1598,Hybrid,Legnica,Dolnośląskie,169990
seat,leon,gen-iii-2012,2013,112000,1197,Gasoline,Łask,Łódzkie,37500
kia,ceed,gen-iii-2018,2018,159684,1582,Diesel,Piaseczno,Mazowieckie,63000
volkswagen,new-beetle,,2000,190000,1595,Gasoline,Wolsztyn,Wielkopolskie,4999
mazda,cx-9,,2017,130500,3726,Gasoline,Warszawa,Mazowieckie,98000
kia,soul,gen-ii-2014-soul,2015,43000,1591,Gasoline,Bieruń,Śląskie,39900
volkswagen,caddy,gen-iii-2004,2015,342000,1598,Diesel,Kwidzyn,Pomorskie,23500
volkswagen,phaeton,,2003,269000,6000,LPG,Małuszów,Dolnośląskie,22900
audi,q3,,2015,83000,1968,Diesel,Szczecin,Zachodniopomorskie,59900
opel,corsa,gen-c-2000-2006,2006,153000,1248,Diesel,Katowice,Śląskie,7700
audi,a3,gen-8p-2003-2012,2008,128706,1896,Diesel,Sierosław,Wielkopolskie,22990
audi,a6,gen-c8-2018,2019,138000,1968,Diesel,Góra Kalwaria,Mazowieckie,185800
peugeot,308,,2018,52900,1199,Gasoline,Tarnowskie Góry,Śląskie,68900
audi,a4,gen-b8-2007-2015,2011,131000,1798,Gasoline,Sandomierz,Świętokrzyskie,34900
volkswagen,passat,gen-b5-1996-2000,2000,260000,1896,Diesel,Jełowa,Opolskie,3950
chevrolet,aveo,,2012,113000,1229,Gasoline,Mysłowice,Śląskie,20900
opel,crossland-x,,2021,1,1199,Gasoline,Wrocław,Dolnośląskie,78200
audi,a6,gen-c7-2011,2013,197651,1968,Diesel,Pukinin,Łódzkie,65999
toyota,rav4,gen-iv-2012,2016,111000,1987,Gasoline,Katowice,Śląskie,117899
mazda,3,gen-iii-2013-3,2015,96128,1998,Gasoline,Piaseczno,Mazowieckie,60000
ford,s-max,gen-i-2006-2015,2013,299893,1997,Diesel,Lębork,Pomorskie,34900
opel,zafira,gen-c-2011,2017,94789,1598,Diesel,Warszawa,Mazowieckie,64900
mazda,3,gen-iii-2013-3,2014,187000,1496,Gasoline,Wągrowiec,Wielkopolskie,39900
opel,astra,gen-j-2009-2015,2011,215000,1956,Diesel,Wieluń,Łódzkie,21900
audi,a6,gen-c8-2018,2019,21000,2995,Gasoline,Szydłowiec,Mazowieckie,199000
fiat,500,,2018,12339,1242,Gasoline,Gniezno,Wielkopolskie,39999
ford,kuga,gen-ii-2012-kuga,2017,150000,1997,Diesel,Stary Paczków,Opolskie,90900
mercedes-benz,e-klasa,gen-w211-2002-2009,2002,280000,2685,Diesel,Wtelno,Kujawsko-pomorskie,14800
hyundai,tucson,gen-iii-2015-2020,2017,110000,1685,Diesel,Kalisz,Wielkopolskie,70999
nissan,x-trail,gen-iii-2014-x-trail,2015,160000,1598,Diesel,Międzybórz,Dolnośląskie,59900
ford,tourneo-custom,,2021,1,1996,Diesel,Warszawa,Mazowieckie,292900
opel,corsa,gen-e-2014,2018,119000,1398,LPG,Warszawa,Mazowieckie,39900
volkswagen,golf,gen-vii-2012,2019,65000,1000,Gasoline,Nowe Miasto nad Pilicą,Mazowieckie,59900
peugeot,508,,2011,177000,2000,Diesel,Goczałkowice-Zdrój,Śląskie,29900
opel,vectra,gen-c-2002-2008,2002,195000,1796,LPG,Gdańsk,Pomorskie,8999
peugeot,3008,gen-i-2009-2016,2014,208000,1997,Diesel,Jankówko,Wielkopolskie,37999
renault,clio,gen-iii-2005-2012,2006,149000,1598,Gasoline,Małuszów,Dolnośląskie,7900
fiat,panda,gen-ii-2003-2012,2009,163450,1108,Gasoline,Świecie,Kujawsko-pomorskie,7500
hyundai,tucson,gen-iv-2020,2021,1,1598,Gasoline,Warszawa,Mazowieckie,132800
bmw,seria-1,gen-e87-2004-2013,2005,249000,1995,Diesel,Gorzów Wielkopolski,Lubuskie,20500
kia,ceed,gen-ii-2012-ceed,2014,174000,1582,Diesel,Toruń,Kujawsko-pomorskie,33900
honda,jazz,gen-v-2020,2021,5,1498,Hybrid,Piła,Wielkopolskie,107200
audi,a4,gen-b6-2000-2004,2001,288000,1781,Gasoline,Krzywizna,Opolskie,8000
ford,ranger,,2021,1,2000,Diesel,Chorzów,Śląskie,197413
audi,a7,gen-c7-2011-2018,2014,148000,2967,Diesel,Dąbrowa Górnicza,Śląskie,142500
volkswagen,golf,gen-vii-2012,2018,112000,1598,Diesel,Kępno,Wielkopolskie,52900
toyota,prius,gen-ii-2003-2009-prius,2008,167000,1497,Hybrid,Raszyn,Mazowieckie,28500
nissan,qashqai,gen-i-2007-2013,2008,158000,1995,Diesel,Dymaczewo Stare,Wielkopolskie,26000
audi,a6,gen-c8-2018,2021,19676,2967,Diesel,Warszawa,Mazowieckie,309900
nissan,juke,gen-i-2010-2019,2015,127000,1598,Gasoline,Legnica,Dolnośląskie,45900
ford,mondeo,gen-mk4-2007-2014,2008,240605,1997,Diesel,Brwinów,Mazowieckie,16400
seat,ibiza,gen-iii-2002-2008,2006,183124,1198,Gasoline,Pogórska Wola,Małopolskie,10900
nissan,qashqai-2,,2010,119000,1598,Gasoline,Bodzanów,Małopolskie,33900
audi,a4,gen-b7-2004-2007,2006,297000,1984,Gasoline,Radom,Mazowieckie,19900
peugeot,5008,gen-ii-2017-5008,2017,79000,1598,Gasoline,Łódź,Łódzkie,119900
bmw,seria-5,gen-f10-2009,2012,241000,1995,Diesel,Chełm,Lubelskie,39900
citroen,berlingo,gen-i-1996-2010,2006,240000,1587,LPG,Barcice,Małopolskie,10950
volvo,xc-60,gen-i-2008-2017,2012,171000,1984,Diesel,Radom,Mazowieckie,62900
mitsubishi,outlander,gen-ii-2006-2013,2009,128760,2179,Diesel,Rzeszów,Podkarpackie,38900
toyota,auris,gen-i-2006-2012-auris,2008,179000,1398,Gasoline,Oblęgorek,Świętokrzyskie,21999
mercedes-benz,a-klasa,gen-w169-2004-2012,2006,264500,2034,LPG,Warszawa,Mazowieckie,14600
kia,sportage,gen-iii-2010-2015,2015,53000,1591,Gasoline,Wałcz,Zachodniopomorskie,61700
volvo,s60,gen-ii-2010-s60,2014,75000,2497,Gasoline,Siedlce,Mazowieckie,52800
skoda,octavia,gen-iii-2013,2014,144018,1798,Gasoline,Warszawa,Mazowieckie,57900
opel,insignia,gen-a-2008-2017,2009,304689,1956,Diesel,Skępe,Kujawsko-pomorskie,19900
citroen,c5,gen-iii-2008,2009,246000,1997,Diesel,Koniuszowa,Małopolskie,22000
opel,astra,gen-j-2009-2015,2016,175000,1598,Diesel,Starachowice,Świętokrzyskie,29900
opel,vectra,gen-c-2002-2008,2004,226012,1796,LPG,Gdańsk,Pomorskie,6500
honda,hr-v,gen-ii-2015-hr-v,2017,78000,1799,Gasoline,Białystok,Podlaskie,63900
mini,one,,2003,181740,1598,Gasoline,Szczecin,Zachodniopomorskie,10500
mercedes-benz,b-klasa,gen-w245-2005-2011,2010,180000,1498,Gasoline,Kieźliny,Warmińsko-mazurskie,22900
renault,megane,gen-iii-2008-2016,2009,297000,1870,Diesel,Rawicz,Wielkopolskie,11900
skoda,kodiaq,,2019,124000,1968,Diesel,Wrocław,Dolnośląskie,139900
mercedes-benz,e-klasa,gen-w213-2016,2017,69200,1950,Diesel,Olsztyn,Warmińsko-mazurskie,199900
bmw,seria-3,gen-e90-2005-2012,2009,227329,1995,Diesel,Orneta,Warmińsko-mazurskie,19900
skoda,octavia,gen-iii-2013,2016,175000,1798,Gasoline,Łódź,Łódzkie,54000
honda,civic,gen-x-2017,2020,6000,1997,Gasoline,Rzeszów,Podkarpackie,71900
bmw,seria-1,gen-f20-2011,2014,187200,1995,Diesel,Jelenia Góra,Dolnośląskie,59900
peugeot,407,,2006,195000,2720,Diesel,Stargard Szczeciński,Zachodniopomorskie,14700
mercedes-benz,e-klasa,gen-w213-2016,2022,0,0,Hybrid,Wrocław,Dolnośląskie,313774
fiat,500x,,2018,77687,1368,Gasoline,Sosnowiec,Śląskie,61999
volvo,s40,,2011,177000,1984,Diesel,Kobiór,Śląskie,27900
bmw,x5,gen-e70-2006-2013,2010,96000,2996,LPG,Białystok,Podlaskie,78900
volkswagen,golf-sportsvan,,2015,101000,1200,Gasoline,Goczałkowice-Zdrój,Śląskie,46800
opel,astra,gen-k-2015,2017,151000,1598,Diesel,Bydgoszcz,Kujawsko-pomorskie,52500
mercedes-benz,gla-klasa,,2015,136175,1595,Gasoline,Kraków,Małopolskie,88000
volvo,v60,gen-i-2011-2018,2017,38000,2000,Gasoline,Świebodzin,Lubuskie,89999
mini,countryman,,2021,5,1499,Gasoline,Łódź,Łódzkie,149900
seat,leon,gen-ii-2005-2012,2006,300000,1984,Gasoline,Świebodzice,Dolnośląskie,11500
peugeot,5008,gen-i-2009-2017,2010,194000,1997,Diesel,Sosnowiec,Śląskie,25980
renault,talisman,,2017,51700,1598,Diesel,Bytom,Śląskie,83900
bmw,seria-2,,2017,180000,1995,Diesel,Unikowice,Opolskie,56900
honda,civic,gen-viii-2006-2011,2007,171000,1339,Gasoline,Wrocław,Dolnośląskie,16300
bmw,seria-5,gen-e60-2003-2010,2006,271600,1995,Diesel,Łasin,Kujawsko-pomorskie,19500
hyundai,i20,gen-ii-2014,2018,70000,998,Gasoline,Tychy,Śląskie,37000
citroen,c3-picasso,,2009,172000,1398,Gasoline,Gniezno,Wielkopolskie,19999
hyundai,i20,gen-ii-2014,2022,5,1197,Gasoline,Baranowo,Wielkopolskie,71700
hyundai,i30,gen-i-2007-2012,2010,191000,1582,Diesel,Błonie,Mazowieckie,16900
renault,clio,gen-iii-2005-2012,2009,121844,1149,Gasoline,Gniezno,Wielkopolskie,15700
volkswagen,golf,gen-iv-1997-2006,2003,243127,1595,Gasoline,Kłodzko,Dolnośląskie,7900
volkswagen,tiguan,gen-i-2007-2016,2012,208500,1390,Gasoline,Łuków,Lubelskie,38900
mercedes-benz,a-klasa,gen-w177-2018,2021,9800,1332,Gasoline,Rybnik,Śląskie,138130
volvo,xc-90,gen-i-2002,2011,192000,2400,Diesel,Zakrzyce,Dolnośląskie,63500
renault,clio,gen-iv-2012-clio,2019,12000,898,Gasoline,Białystok,Podlaskie,44900
opel,corsa,gen-c-2000-2006,2006,229000,1229,Gasoline,Wałbrzych,Dolnośląskie,4990
mini,countryman,,2020,13850,1499,Gasoline,Warszawa,Mazowieckie,129900
peugeot,208,,2021,1,1199,Gasoline,Warszawa,Mazowieckie,73100
peugeot,5008,gen-ii-2017-5008,2017,170000,1560,Diesel,Cieszyn,Śląskie,81900
skoda,superb,gen-iii-2015,2017,44300,1395,Gasoline,Olsztynek,Warmińsko-mazurskie,82300
ford,b-max,,2013,198000,1498,Diesel,Tczew,Pomorskie,24500
volvo,v50,,2008,261764,1997,Diesel,Włocławek,Kujawsko-pomorskie,15900
audi,a6,gen-c6-2004-2011,2009,295510,2995,LPG,Bielsko-Biała,Śląskie,54000
fiat,500x,,2015,144000,1368,Gasoline,Wągrowiec,Wielkopolskie,51900
opel,astra,gen-j-2009-2015,2010,189000,1364,Gasoline,Bodzentyn,Świętokrzyskie,25900
opel,corsa,gen-e-2014,2018,70000,1398,Gasoline,Różaniec Drugi,Lubelskie,36600
ford,focus,gen-mk1-1998-2004,2002,157000,1596,Gasoline,Szypowice,Śląskie,5800
toyota,camry,,2022,1,2487,Hybrid,Chorzów,Śląskie,185000
opel,astra,gen-j-2009-2015,2011,191545,1364,Gasoline,Lublin,Lubelskie,24700
ford,focus,gen-mk3-2010,2013,208000,1560,Diesel,Bachowice,Małopolskie,21900
nissan,qashqai,gen-ii-2013,2016,129000,1618,Gasoline,Ostrołęka,Mazowieckie,67700
chevrolet,cruze,,2010,215000,1991,Diesel,Orzesze,Śląskie,19800
skoda,octavia,gen-iii-2013,2017,69000,1498,Gasoline,Limanowa,Małopolskie,83000
toyota,yaris,gen-ii-2005-2011,2007,393574,1298,Gasoline,Limanowa,Małopolskie,6765
peugeot,308,,2017,72000,1560,Diesel,Trąbki Wielkie,Pomorskie,53900
ford,kuga,gen-ii-2012-kuga,2019,155607,1499,Gasoline,Rybnik,Śląskie,76899
hyundai,i30,gen-iii-2017,2019,47872,1368,Gasoline,Łódź,Łódzkie,58000
hyundai,tucson,gen-ii-2015,2022,10,1600,Gasoline,Warszawa,Mazowieckie,128700
audi,a4,gen-b8-2007-2015,2012,155000,1968,Diesel,Radom,Mazowieckie,54700
alfa-romeo,giulia,,2019,27668,1995,Gasoline,Modlniczka,Małopolskie,152799
mercedes-benz,b-klasa,gen-w245-2005-2011,2007,193500,1991,Diesel,Płock,Mazowieckie,18500
ford,s-max,gen-i-2006-2015,2009,199759,1997,Diesel,Zabrze,Śląskie,23000
ford,mondeo,gen-mk4-2007-2014,2007,255214,1753,Diesel,Kłobuck,Śląskie,16700
toyota,yaris,gen-ii-2005-2011,2010,132000,1364,Diesel,Żyrardów,Mazowieckie,18999
volkswagen,beetle,,1998,225000,2000,LPG,Suchy Grunt,Małopolskie,6600
fiat,panda,gen-ii-2003-2012,2008,148000,1248,Diesel,Dąbrowa Górnicza,Śląskie,8400
peugeot,3008,gen-i-2009-2016,2010,230000,1997,Diesel,Liszki,Małopolskie,27400
volkswagen,tiguan,gen-ii-2016-tiguan,2017,49251,1395,Gasoline,Grudziądz,Kujawsko-pomorskie,112900
mercedes-benz,cla-klasa,,2022,1,1991,Gasoline,Chorzów,Śląskie,206000
bmw,seria-3,gen-g20-2019,2021,6000,1998,Hybrid,Libertów,Małopolskie,221035
peugeot,308,,2017,109000,1598,Gasoline,Katowice,Śląskie,69420
peugeot,308,,2015,205000,1560,Diesel,Warszawa,Mazowieckie,26000
volkswagen,transporter,gen-t5,2006,355000,2460,Diesel,Wałbrzych,Dolnośląskie,19999
opel,vectra,gen-c-2002-2008,2005,375000,1910,Diesel,Rudawa,Małopolskie,3800
peugeot,3008,gen-i-2009-2016,2013,213000,1997,Hybrid,Ostrów Wielkopolski,Wielkopolskie,33400
ford,mondeo,gen-mk4-2007-2014,2008,336000,1997,Diesel,Warszawa,Mazowieckie,16500
nissan,micra,gen-k14-2017,2018,31000,898,Gasoline,Wągrowiec,Wielkopolskie,39900
mercedes-benz,a-klasa,gen-w177-2018,2019,59000,1461,Diesel,Ostrów Mazowiecka,Mazowieckie,121900
ford,grand-c-max,,2012,230000,1997,Diesel,Włocławek,Kujawsko-pomorskie,28900
opel,corsa,gen-d-2006-2014,2011,155234,1398,Gasoline,Płock,Mazowieckie,19900
volkswagen,tiguan,gen-i-2007-2016,2015,189000,1968,Diesel,Augustów,Podlaskie,65000
kia,picanto,gen-ii-2011,2013,90000,998,Gasoline,Olecko,Warmińsko-mazurskie,20900
volkswagen,golf-plus,,2010,221000,1390,Gasoline,Nysa,Opolskie,23900
ford,focus,gen-mk2-2004-2011,2009,158636,1596,Gasoline,Częstochowa,Śląskie,15800
mazda,3,gen-i-2003-2009,2003,220000,1598,Gasoline,Kraków,Małopolskie,8700
opel,corsa,gen-c-2000-2006,2001,128965,973,Gasoline,Białystok,Podlaskie,5900
audi,q5,gen-fy-2017,2021,1,1968,Diesel,Chorzów,Śląskie,291500
fiat,grande-punto,,2007,171000,1368,Gasoline,Lubliniec,Śląskie,13900
hyundai,ix35,,2013,179000,1995,Diesel,Jarosław,Podkarpackie,45800
renault,laguna,gen-iii-2007,2011,313675,1995,Diesel,Ożarów Mazowiecki,Mazowieckie,18000
bmw,seria-5,gen-f10-2009,2011,195000,1995,Diesel,Radom,Mazowieckie,44500
audi,sq5,,2015,156251,2967,Diesel,Międzychód,Wielkopolskie,125000
audi,rs6,,2003,105000,4172,Gasoline,Rzeszów,Podkarpackie,129000
opel,meriva,gen-i-2002-2010,2006,159300,1598,Gasoline,Radom,Mazowieckie,13900
skoda,octavia,gen-iii-2013,2017,169000,1598,Diesel,Wrocław,Dolnośląskie,55900
bmw,seria-5,gen-e60-2003-2010,2004,351667,2993,Diesel,Zabrze,Śląskie,13000
fiat,freemont,,2012,169371,1956,Diesel,Toruń,Kujawsko-pomorskie,44900
bmw,x7,,2021,1,2998,Gasoline,Warszawa,Mazowieckie,527000
mercedes-benz,c-klasa,gen-w205-2014,2015,43200,1598,Diesel,Kostrzyn,Wielkopolskie,85977
volkswagen,polo,gen-iv-2001-2009,2004,200000,1198,Gasoline,Jaworzno,Śląskie,6690
bmw,seria-5,gen-f10-2009,2011,246000,1995,Diesel,Gierałtowice,Śląskie,54900
peugeot,3008,gen-i-2009-2016,2013,191254,1997,Hybrid,Kutno,Łódzkie,36900
audi,a6,gen-c7-2011,2016,188000,1968,Diesel,Białogard,Zachodniopomorskie,119990
nissan,qashqai,gen-ii-2013,2021,1,1332,Gasoline,Rybnik,Śląskie,158600
mercedes-benz,c-klasa,gen-w203-2000-2007,2004,320000,2148,Diesel,Kolno,Podlaskie,10900
citroen,ds3,,2012,126000,1598,Gasoline,Warszawa,Mazowieckie,33700
opel,grandland-x,,2020,3,1199,Gasoline,Bydgoszcz,Kujawsko-pomorskie,110800
audi,a6,gen-c7-2011,2015,113000,2967,Diesel,Puszczykowo,Wielkopolskie,169740
honda,accord,gen-viii-2008,2009,220000,2199,Diesel,Kąty Węgierskie,Mazowieckie,30000
fiat,tipo,gen-ii-2016,2017,45045,1368,Gasoline,Katowice,Śląskie,53900
skoda,octavia,gen-i-1996-2011,2000,298000,1896,Diesel,Katowice,Śląskie,3500
kia,ceed,gen-iii-2018,2021,500,1600,Gasoline,Łódź,Łódzkie,123900
ford,mondeo,gen-mk5-2014,2018,57491,1999,Hybrid,Ostrołęka,Mazowieckie,79900
opel,astra,gen-j-2009-2015,2010,131000,1598,Gasoline,Żnin,Kujawsko-pomorskie,26900
bmw,seria-5,gen-e60-2003-2010,2005,230000,2497,Gasoline,Świebodzin,Lubuskie,24900
audi,a5,gen-8t-2007-2016,2012,86616,1984,LPG,Zabrze,Śląskie,72500
opel,corsa,gen-e-2014,2016,134413,1398,Gasoline,Katowice,Śląskie,30000
volvo,s60,gen-ii-2010-s60,2013,146000,2497,Gasoline,Kadzidło,Mazowieckie,41000
bmw,seria-7,gen-f01-2008-2015,2012,190000,4395,Gasoline,Płońsk,Mazowieckie,65000
opel,astra,gen-j-2009-2015,2010,106800,1398,Gasoline,Police,Zachodniopomorskie,25900
opel,insignia,gen-a-2008-2017,2016,65000,1598,Diesel,Białystok,Podlaskie,48500
audi,a4,gen-b9-2015,2016,255000,2967,Diesel,Dobczyce,Małopolskie,99000
kia,sportage,gen-iii-2010-2015,2015,67301,1591,Gasoline,Białystok,Podlaskie,65500
audi,q5,gen-8r-2008-2016,2013,143000,2967,Diesel,Radzyń Podlaski,Lubelskie,92900
volkswagen,touran,gen-i-2003-2010,2007,230380,1595,Gasoline,Ostrów Mazowiecka,Mazowieckie,19900
mercedes-benz,a-klasa,gen-w177-2018,2018,64100,1332,Gasoline,Lubin,Dolnośląskie,134888
mercedes-benz,c-klasa,gen-w204-2007-2014,2008,259000,2148,Diesel,Ostrołęka,Mazowieckie,31000
mercedes-benz,cls-klasa,gen-c219-2004-2010,2005,84892,3498,Gasoline,Kowalew,Wielkopolskie,51000
mini,one,,2007,183000,1397,Gasoline,Katowice,Śląskie,13500
volkswagen,touran,gen-iii-2015-touran,2016,215100,1968,Diesel,Starogard Gdański,Pomorskie,56900
kia,carens,gen-iii-2006-2012-carens,2007,204201,1991,Diesel,Lutomiersk,Łódzkie,14900
bmw,seria-3,gen-g20-2019,2021,1,1998,Gasoline,Warszawa,Mazowieckie,176000
ford,galaxy,gen-mk2-2006-2015,2007,196300,1753,Diesel,Siedlce,Mazowieckie,16400
ford,mondeo,gen-mk5-2014,2016,204000,1997,Diesel,Nowy Sącz,Małopolskie,63999
ford,mondeo,gen-mk5-2014,2017,178000,1997,Diesel,Pawłowice,Śląskie,64900
citroen,c5,gen-iii-2008,2012,199000,1997,Diesel,Oława,Dolnośląskie,32800
volvo,v50,,2012,221664,1984,Diesel,Zagórze,Małopolskie,35900
audi,a4,gen-b9-2015,2017,149100,1968,Diesel,Nowe Skalmierzyce,Wielkopolskie,79900
hyundai,i20,gen-ii-2014,2020,46792,1197,Gasoline,Poznań,Wielkopolskie,65900
seat,leon,gen-ii-2005-2012,2010,220000,1598,Diesel,Sandomierz,Świętokrzyskie,21000
citroen,c5,gen-iii-2008,2012,239000,1997,Diesel,Krośniewice,Łódzkie,31900
skoda,karoq,,2021,1,1500,Gasoline,Dobroń,Łódzkie,142250
audi,sq5,,2016,154000,2967,Diesel,Ostrów Wielkopolski,Wielkopolskie,127000
audi,a3,gen-8v-2012,2012,263000,1598,Diesel,Kamieniec Ząbkowicki,Dolnośląskie,37000
hyundai,i30,gen-ii-2012-i30,2015,87929,1396,Diesel,Warszawa,Mazowieckie,37900
mercedes-benz,vito,gen-w447-2014,2021,100,1950,Diesel,Sosnowiec,Śląskie,221277
mercedes-benz,e-klasa,gen-w211-2002-2009,2003,142000,3199,Gasoline,Kraków,Małopolskie,29900
volkswagen,arteon,,2021,5,1984,Gasoline,Bydgoszcz,Kujawsko-pomorskie,169900
mazda,2,gen-ii-2007-2014,2008,163000,1349,Gasoline,Płońsk,Mazowieckie,15900
citroen,c5-aircross,,2020,45100,1997,Diesel,Mroków,Mazowieckie,138900
kia,ceed,gen-i-2006-2012,2011,219000,1582,Diesel,Płock,Mazowieckie,20900
bmw,seria-3,gen-f30-2012,2019,47051,1995,Diesel,Wrocław,Dolnośląskie,122100
ford,fiesta,gen-mk7-2008,2015,60002,998,Gasoline,Janki,Mazowieckie,35900
volvo,v90,,2017,145000,1969,Diesel,Gdynia,Pomorskie,129900
peugeot,3008,gen-ii-2016-3008,2018,79857,1499,Diesel,Warszawa,Mazowieckie,106900
peugeot,206,,1999,198000,1360,Gasoline,Zabrze,Śląskie,3350
bmw,seria-1,gen-f20-2011,2017,74091,1995,Diesel,Lublin,Lubelskie,103900
peugeot,2008,,2016,90700,1560,Diesel,Babimost,Lubuskie,39900
hyundai,i30,gen-ii-2012-i30,2015,197000,1396,Diesel,Kutno,Łódzkie,31990
renault,megane,gen-ii-2002-2008,2005,235000,1870,Diesel,Małkowo,Pomorskie,4000
toyota,corolla,gen-seria-e15-2007,2008,219000,1998,Diesel,Chechło,Małopolskie,23900
ford,mondeo,gen-mk5-2014,2015,151000,1999,Gasoline,Elbląg,Warmińsko-mazurskie,75900
opel,zafira,gen-a-1999-2005,2004,282000,2172,Diesel,Wągrowiec,Wielkopolskie,4900
bmw,x5,gen-e70-2006-2013,2009,166400,2993,Diesel,Poznań,Wielkopolskie,68000
kia,ceed,gen-ii-2012-ceed,2016,80000,1582,Diesel,Lublewo Gdańskie,Pomorskie,36900
toyota,yaris,gen-iii-2011,2017,75000,1329,Gasoline,Legionowo,Mazowieckie,41500
mercedes-benz,e-klasa,gen-w213-2016,2017,55000,3982,Gasoline,Węgrzce,Małopolskie,449000
mercedes-benz,gle-klasa,gen-w167-2019,2020,18500,1950,Diesel,Warszawa,Mazowieckie,359900
toyota,auris,gen-i-2006-2012-auris,2009,161000,1329,Gasoline,Nakło nad Notecią,Kujawsko-pomorskie,18700
